match,team,oppnent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
 Eliminator, Royals , KKR,May 23,2018,KKR , 25 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-sunrisers-hyderabad-final-1136620/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
 53rd match, Royals , RCB,May 19,2018,Royals , 30 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-1136619/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
 49th match, Royals , KKR,May 15,2018,KKR , 6 wickets ,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
 47th match, Royals , Mumbai,May 13,2018,Royals , 7 wickets ,https://www.espncricinfo.com/series/ipl-2018-1131611/sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-1136614/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
 43rd match, Royals , Super Kings,May 11,2018,Royals , 4 wickets ,https://www.espncricinfo.com/series/ipl-2018-1131611/royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-1136611/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
 40th match, Royals , Kings XI,May 08,2018,Royals , 15 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1136606/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
 38th match, Royals , Kings XI,May 06,2018,Kings XI , 6 wickets ,https://www.espncricinfo.com/series/ipl-2018-1131611/delhi-daredevils-vs-sunrisers-hyderabad-42nd-match-1136602/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
 32nd match, Royals , Daredevils,May 02,2018,Daredevils , 4 runs ,https://www.espncricinfo.com/series/ipl-2018-1131611/sunrisers-hyderabad-vs-royal-challengers-bangalore-39th-match-1136599/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
 28th match, Royals , Sunrisers,April 29,2018,Sunrisers , 11 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/sunrisers-hyderabad-vs-delhi-daredevils-36th-match-1136596/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
 21st match, Royals , Mumbai,April 22,2018,Royals , 3 wickets ,https://www.espncricinfo.com/series/ipl-2018-1131611/rajasthan-royals-vs-sunrisers-hyderabad-28th-match-1136588/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
 17th match, Royals , Super Kings,April 20,2018,Super Kings , 64 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/sunrisers-hyderabad-vs-kings-xi-punjab-25th-match-1136585/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
