match,team,oppnent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
 54th match, Chargers , Super Kings,May 27,2008,Super Kings , 7 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-rajasthan-royals-final-336040/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
 51st match, Chargers , RCB,May 25,2008,RCB , 5 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-1st-semi-final-336038/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
 48th match, Chargers , Kings XI,May 23,2008,Kings XI , 6 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-rajasthan-royals-56th-match-336019/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
 42nd match, Chargers , Mumbai,May 18,2008,Mumbai , 25 runs,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-mumbai-indians-53rd-match-336036/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
 37th match, Chargers , Daredevils,May 15,2008,Daredevils , 12 runs,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-rajasthan-royals-49th-match-336033/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
 32nd match, Chargers , KKR,May 11,2008,KKR , 23 runs,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-rajasthan-royals-44th-match-336027/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
 30th match, Chargers , Royals,May 09,2008,Royals , 8 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-royal-challengers-bangalore-39th-match-336023/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
 26th match, Chargers , Super Kings,May 06,2008,Chargers , 7 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-delhi-daredevils-33rd-match-336015/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
 21st match, Chargers , RCB,May 03,2008,RCB , 3 runs,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-deccan-chargers-30th-match-336011/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
 19th match, Chargers , Kings XI,May 01,2008,Kings XI , 7 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-rajasthan-royals-27th-match-336008/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
 14th match, Chargers , Mumbai,April 27,2008,Chargers , 10 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-chennai-super-kings-24th-match-336005/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
 9th match, Chargers , Royals,April 24,2008,Royals , 3 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kolkata-knight-riders-18th-match-336000/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
 7th match, Chargers , Daredevils,April 22,2008,Daredevils , 9 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
 4th match, Chargers , KKR,April 20,2008,KKR , 5 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
